# gemmi 0.7.5: number	hm	xhm	short	hall	operators
136	P 42/m n m	P 42/m n m	P42/mnm	-P 4n 2n	x,y,z;-y+1/2,x+1/2,z+1/2;-x,-y,z;y+1/2,-x+1/2,z+1/2;x+1/2,-y+1/2,-z+1/2;-y,-x,-z;-x+1/2,y+1/2,-z+1/2;y,x,-z;-x,-y,-z;y+1/2,-x+1/2,-z+1/2;x,y,-z;-y+1/2,x+1/2,-z+1/2;-x+1/2,y+1/2,z+1/2;y,x,z;x+1/2,-y+1/2,z+1/2;-y,-x,z
137	P 42/n m c	P 42/n m c:1	P42/nmc	P 4n 2n -1n	x,y,z;-y+1/2,x+1/2,z+1/2;-x,-y,z;y+1/2,-x+1/2,z+1/2;x+1/2,-y+1/2,-z+1/2;-y,-x,-z;-x+1/2,y+1/2,-z+1/2;y,x,-z;-x+1/2,-y+1/2,-z+1/2;y,-x,-z;x+1/2,y+1/2,-z+1/2;-y,x,-z;-x,y,z;y+1/2,x+1/2,z+1/2;x,-y,z;-y+1/2,-x+1/2,z+1/2
137	P 42/n m c	P 42/n m c:2	P42/nmc	-P 4ac 2a	x,y,z;-y+1/2,x,z+1/2;-x+1/2,-y+1/2,z;y,-x+1/2,z+1/2;x+1/2,-y,-z;-y,-x,-z+1/2;-x,y+1/2,-z;y+1/2,x+1/2,-z+1/2;-x,-y,-z;y+1/2,-x,-z+1/2;x+1/2,y+1/2,-z;-y,x+1/2,-z+1/2;-x+1/2,y,z;y,x,z+1/2;x,-y+1/2,z;-y+1/2,-x+1/2,z+1/2
138	P 42/n c m	P 42/n c m:1	P42/ncm	P 4n 2ab -1n	x,y,z;-y+1/2,x+1/2,z+1/2;-x,-y,z;y+1/2,-x+1/2,z+1/2;x+1/2,-y+1/2,-z;-y,-x,-z+1/2;-x+1/2,y+1/2,-z;y,x,-z+1/2;-x+1/2,-y+1/2,-z+1/2;y,-x,-z;x+1/2,y+1/2,-z+1/2;-y,x,-z;-x,y,z+1/2;y+1/2,x+1/2,z;x,-y,z+1/2;-y+1/2,-x+1/2,z
138	P 42/n c m	P 42/n c m:2	P42/ncm	-P 4ac 2ac	x,y,z;-y+1/2,x,z+1/2;-x+1/2,-y+1/2,z;y,-x+1/2,z+1/2;x+1/2,-y,-z+1/2;-y,-x,-z;-x,y+1/2,-z+1/2;y+1/2,x+1/2,-z;-x,-y,-z;y+1/2,-x,-z+1/2;x+1/2,y+1/2,-z;-y,x+1/2,-z+1/2;-x+1/2,y,z+1/2;y,x,z;x,-y+1/2,z+1/2;-y+1/2,-x+1/2,z
139	I 4/m m m	I 4/m m m	I4/mmm	-I 4 2	x,y,z;-y,x,z;-x,-y,z;y,-x,z;x,-y,-z;-y,-x,-z;-x,y,-z;y,x,-z;-x,-y,-z;y,-x,-z;x,y,-z;-y,x,-z;-x,y,z;y,x,z;x,-y,z;-y,-x,z;x+1/2,y+1/2,z+1/2;-y+1/2,x+1/2,z+1/2;-x+1/2,-y+1/2,z+1/2;y+1/2,-x+1/2,z+1/2;x+1/2,-y+1/2,-z+1/2;-y+1/2,-x+1/2,-z+1/2;-x+1/2,y+1/2,-z+1/2;y+1/2,x+1/2,-z+1/2;-x+1/2,-y+1/2,-z+1/2;y+1/2,-x+1/2,-z+1/2;x+1/2,y+1/2,-z+1/2;-y+1/2,x+1/2,-z+1/2;-x+1/2,y+1/2,z+1/2;y+1/2,x+1/2,z+1/2;x+1/2,-y+1/2,z+1/2;-y+1/2,-x+1/2,z+1/2
140	I 4/m c m	I 4/m c m	I4/mcm	-I 4 2c	x,y,z;-y,x,z;-x,-y,z;y,-x,z;x,-y,-z+1/2;-y,-x,-z+1/2;-x,y,-z+1/2;y,x,-z+1/2;-x,-y,-z;y,-x,-z;x,y,-z;-y,x,-z;-x,y,z+1/2;y,x,z+1/2;x,-y,z+1/2;-y,-x,z+1/2;x+1/2,y+1/2,z+1/2;-y+1/2,x+1/2,z+1/2;-x+1/2,-y+1/2,z+1/2;y+1/2,-x+1/2,z+1/2;x+1/2,-y+1/2,-z;-y+1/2,-x+1/2,-z;-x+1/2,y+1/2,-z;y+1/2,x+1/2,-z;-x+1/2,-y+1/2,-z+1/2;y+1/2,-x+1/2,-z+1/2;x+1/2,y+1/2,-z+1/2;-y+1/2,x+1/2,-z+1/2;-x+1/2,y+1/2,z;y+1/2,x+1/2,z;x+1/2,-y+1/2,z;-y+1/2,-x+1/2,z
141	I 41/a m d	I 41/a m d:1	I41/amd	I 4bw 2bw -1bw	x,y,z;-y,x+1/2,z+1/4;-x+1/2,-y+1/2,z+1/2;y+1/2,-x,z+3/4;x,-y+1/2,-z+1/4;-y,-x,-z;-x+1/2,y,-z+3/4;y+1/2,x+1/2,-z+1/2;-x,-y+1/2,-z+1/4;y,-x,-z;x+1/2,y,-z+3/4;-y+1/2,x+1/2,-z+1/2;-x,y,z;y,x+1/2,z+1/4;x+1/2,-y+1/2,z+1/2;-y+1/2,-x,z+3/4;x+1/2,y+1/2,z+1/2;-y+1/2,x,z+3/4;-x,-y,z;y,-x+1/2,z+1/4;x+1/2,-y,-z+3/4;-y+1/2,-x+1/2,-z+1/2;-x,y+1/2,-z+1/4;y,x,-z;-x+1/2,-y,-z+3/4;y+1/2,-x+1/2,-z+1/2;x,y+1/2,-z+1/4;-y,x,-z;-x+1/2,y+1/2,z+1/2;y+1/2,x,z+3/4;x,-y,z;-y,-x+1/2,z+1/4
141	I 41/a m d	I 41/a m d:2	I41/amd	-I 4bd 2	x,y,z;-y+1/4,x+3/4,z+1/4;-x+1/2,-y,z+1/2;y+1/4,-x+1/4,z+3/4;x,-y,-z;-y+1/4,-x+1/4,-z+3/4;-x+1/2,y,-z+1/2;y+1/4,x+3/4,-z+1/4;-x,-y,-z;y+3/4,-x+1/4,-z+3/4;x+1/2,y,-z+1/2;-y+3/4,x+3/4,-z+1/4;-x,y,z;y+3/4,x+3/4,z+1/4;x+1/2,-y,z+1/2;-y+3/4,-x+1/4,z+3/4;x+1/2,y+1/2,z+1/2;-y+3/4,x+1/4,z+3/4;-x,-y+1/2,z;y+3/4,-x+3/4,z+1/4;x+1/2,-y+1/2,-z+1/2;-y+3/4,-x+3/4,-z+1/4;-x,y+1/2,-z;y+3/4,x+1/4,-z+3/4;-x+1/2,-y+1/2,-z+1/2;y+1/4,-x+3/4,-z+1/4;x,y+1/2,-z;-y+1/4,x+1/4,-z+3/4;-x+1/2,y+1/2,z+1/2;y+1/4,x+1/4,z+3/4;x,-y+1/2,z;-y+1/4,-x+3/4,z+1/4
142	I 41/a c d	I 41/a c d:1	I41/acd	I 4bw 2aw -1bw	x,y,z;-y,x+1/2,z+1/4;-x+1/2,-y+1/2,z+1/2;y+1/2,-x,z+3/4;x+1/2,-y,-z+1/4;-y+1/2,-x+1/2,-z;-x,y+1/2,-z+3/4;y,x,-z+1/2;-x,-y+1/2,-z+1/4;y,-x,-z;x+1/2,y,-z+3/4;-y+1/2,x+1/2,-z+1/2;-x+1/2,y+1/2,z;y+1/2,x,z+1/4;x,-y,z+1/2;-y,-x+1/2,z+3/4;x+1/2,y+1/2,z+1/2;-y+1/2,x,z+3/4;-x,-y,z;y,-x+1/2,z+1/4;x,-y+1/2,-z+3/4;-y,-x,-z+1/2;-x+1/2,y,-z+1/4;y+1/2,x+1/2,-z;-x+1/2,-y,-z+3/4;y+1/2,-x+1/2,-z+1/2;x,y+1/2,-z+1/4;-y,x,-z;-x,y,z+1/2;y,x+1/2,z+3/4;x+1/2,-y+1/2,z;-y+1/2,-x,z+1/4
142	I 41/a c d	I 41/a c d:2	I41/acd	-I 4bd 2c	x,y,z;-y+1/4,x+3/4,z+1/4;-x+1/2,-y,z+1/2;y+1/4,-x+1/4,z+3/4;x,-y,-z+1/2;-y+1/4,-x+1/4,-z+1/4;-x+1/2,y,-z;y+1/4,x+3/4,-z+3/4;-x,-y,-z;y+3/4,-x+1/4,-z+3/4;x+1/2,y,-z+1/2;-y+3/4,x+3/4,-z+1/4;-x,y,z+1/2;y+3/4,x+3/4,z+3/4;x+1/2,-y,z;-y+3/4,-x+1/4,z+1/4;x+1/2,y+1/2,z+1/2;-y+3/4,x+1/4,z+3/4;-x,-y+1/2,z;y+3/4,-x+3/4,z+1/4;x+1/2,-y+1/2,-z;-y+3/4,-x+3/4,-z+3/4;-x,y+1/2,-z+1/2;y+3/4,x+1/4,-z+1/4;-x+1/2,-y+1/2,-z+1/2;y+1/4,-x+3/4,-z+1/4;x,y+1/2,-z;-y+1/4,x+1/4,-z+3/4;-x+1/2,y+1/2,z;y+1/4,x+1/4,z+1/4;x,-y+1/2,z+1/2;-y+1/4,-x+3/4,z+3/4
143	P 3	P 3	P3	P 3	x,y,z;-y,x-y,z;-x+y,-x,z
144	P 31	P 31	P31	P 31	x,y,z;-y,x-y,z+1/3;-x+y,-x,z+2/3
145	P 32	P 32	P32	P 32	x,y,z;-y,x-y,z+2/3;-x+y,-x,z+1/3
146	R 3	R 3:H	H3	R 3	x,y,z;-y,x-y,z;-x+y,-x,z;x+2/3,y+1/3,z+1/3;-y+2/3,x-y+1/3,z+1/3;-x+y+2/3,-x+1/3,z+1/3;x+1/3,y+2/3,z+2/3;-y+1/3,x-y+2/3,z+2/3;-x+y+1/3,-x+2/3,z+2/3
146	R 3	R 3:R	R3	P 3*	x,y,z;z,x,y;y,z,x
147	P -3	P -3	P-3	-P 3	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,-z;y,-x+y,-z;x-y,x,-z
148	R -3	R -3:H	H-3	-R 3	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,-z;y,-x+y,-z;x-y,x,-z;x+2/3,y+1/3,z+1/3;-y+2/3,x-y+1/3,z+1/3;-x+y+2/3,-x+1/3,z+1/3;-x+2/3,-y+1/3,-z+1/3;y+2/3,-x+y+1/3,-z+1/3;x-y+2/3,x+1/3,-z+1/3;x+1/3,y+2/3,z+2/3;-y+1/3,x-y+2/3,z+2/3;-x+y+1/3,-x+2/3,z+2/3;-x+1/3,-y+2/3,-z+2/3;y+1/3,-x+y+2/3,-z+2/3;x-y+1/3,x+2/3,-z+2/3
148	R -3	R -3:R	R-3	-P 3*	x,y,z;z,x,y;y,z,x;-x,-y,-z;-z,-x,-y;-y,-z,-x
149	P 3 1 2	P 3 1 2	P312	P 3 2	x,y,z;-y,x-y,z;-x+y,-x,z;-y,-x,-z;-x+y,y,-z;x,x-y,-z
150	P 3 2 1	P 3 2 1	P321	P 3 2"	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,-z;x-y,-y,-z;-x,-x+y,-z
151	P 31 1 2	P 31 1 2	P3112	P 31 2 (0 0 4)	x,y,z;-y,x-y,z+1/3;-x+y,-x,z+2/3;-y,-x,-z+2/3;-x+y,y,-z+1/3;x,x-y,-z
152	P 31 2 1	P 31 2 1	P3121	P 31 2"	x,y,z;-y,x-y,z+1/3;-x+y,-x,z+2/3;y,x,-z;x-y,-y,-z+2/3;-x,-x+y,-z+1/3
153	P 32 1 2	P 32 1 2	P3212	P 32 2 (0 0 2)	x,y,z;-y,x-y,z+2/3;-x+y,-x,z+1/3;-y,-x,-z+1/3;-x+y,y,-z+2/3;x,x-y,-z
154	P 32 2 1	P 32 2 1	P3221	P 32 2"	x,y,z;-y,x-y,z+2/3;-x+y,-x,z+1/3;y,x,-z;x-y,-y,-z+1/3;-x,-x+y,-z+2/3
155	R 3 2	R 3 2:H	H32	R 3 2"	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,-z;x-y,-y,-z;-x,-x+y,-z;x+2/3,y+1/3,z+1/3;-y+2/3,x-y+1/3,z+1/3;-x+y+2/3,-x+1/3,z+1/3;y+2/3,x+1/3,-z+1/3;x-y+2/3,-y+1/3,-z+1/3;-x+2/3,-x+y+1/3,-z+1/3;x+1/3,y+2/3,z+2/3;-y+1/3,x-y+2/3,z+2/3;-x+y+1/3,-x+2/3,z+2/3;y+1/3,x+2/3,-z+2/3;x-y+1/3,-y+2/3,-z+2/3;-x+1/3,-x+y+2/3,-z+2/3
155	R 3 2	R 3 2:R	R32	P 3* 2	x,y,z;z,x,y;y,z,x;-y,-x,-z;-x,-z,-y;-z,-y,-x
156	P 3 m 1	P 3 m 1	P3m1	P 3 -2"	x,y,z;-y,x-y,z;-x+y,-x,z;-y,-x,z;-x+y,y,z;x,x-y,z
157	P 3 1 m	P 3 1 m	P31m	P 3 -2	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,z;x-y,-y,z;-x,-x+y,z
158	P 3 c 1	P 3 c 1	P3c1	P 3 -2"c	x,y,z;-y,x-y,z;-x+y,-x,z;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2
159	P 3 1 c	P 3 1 c	P31c	P 3 -2c	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,z+1/2;x-y,-y,z+1/2;-x,-x+y,z+1/2
160	R 3 m	R 3 m:H	H3m	R 3 -2"	x,y,z;-y,x-y,z;-x+y,-x,z;-y,-x,z;-x+y,y,z;x,x-y,z;x+2/3,y+1/3,z+1/3;-y+2/3,x-y+1/3,z+1/3;-x+y+2/3,-x+1/3,z+1/3;-y+2/3,-x+1/3,z+1/3;-x+y+2/3,y+1/3,z+1/3;x+2/3,x-y+1/3,z+1/3;x+1/3,y+2/3,z+2/3;-y+1/3,x-y+2/3,z+2/3;-x+y+1/3,-x+2/3,z+2/3;-y+1/3,-x+2/3,z+2/3;-x+y+1/3,y+2/3,z+2/3;x+1/3,x-y+2/3,z+2/3
160	R 3 m	R 3 m:R	R3m	P 3* -2	x,y,z;z,x,y;y,z,x;y,x,z;x,z,y;z,y,x
161	R 3 c	R 3 c:H	H3c	R 3 -2"c	x,y,z;-y,x-y,z;-x+y,-x,z;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2;x+2/3,y+1/3,z+1/3;-y+2/3,x-y+1/3,z+1/3;-x+y+2/3,-x+1/3,z+1/3;-y+2/3,-x+1/3,z+5/6;-x+y+2/3,y+1/3,z+5/6;x+2/3,x-y+1/3,z+5/6;x+1/3,y+2/3,z+2/3;-y+1/3,x-y+2/3,z+2/3;-x+y+1/3,-x+2/3,z+2/3;-y+1/3,-x+2/3,z+1/6;-x+y+1/3,y+2/3,z+1/6;x+1/3,x-y+2/3,z+1/6
161	R 3 c	R 3 c:R	R3c	P 3* -2n	x,y,z;z,x,y;y,z,x;y+1/2,x+1/2,z+1/2;x+1/2,z+1/2,y+1/2;z+1/2,y+1/2,x+1/2
162	P -3 1 m	P -3 1 m	P-31m	-P 3 2	x,y,z;-y,x-y,z;-x+y,-x,z;-y,-x,-z;-x+y,y,-z;x,x-y,-z;-x,-y,-z;y,-x+y,-z;x-y,x,-z;y,x,z;x-y,-y,z;-x,-x+y,z
163	P -3 1 c	P -3 1 c	P-31c	-P 3 2c	x,y,z;-y,x-y,z;-x+y,-x,z;-y,-x,-z+1/2;-x+y,y,-z+1/2;x,x-y,-z+1/2;-x,-y,-z;y,-x+y,-z;x-y,x,-z;y,x,z+1/2;x-y,-y,z+1/2;-x,-x+y,z+1/2
164	P -3 m 1	P -3 m 1	P-3m1	-P 3 2"	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,-z;x-y,-y,-z;-x,-x+y,-z;-x,-y,-z;y,-x+y,-z;x-y,x,-z;-y,-x,z;-x+y,y,z;x,x-y,z
165	P -3 c 1	P -3 c 1	P-3c1	-P 3 2"c	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,-z+1/2;x-y,-y,-z+1/2;-x,-x+y,-z+1/2;-x,-y,-z;y,-x+y,-z;x-y,x,-z;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2
166	R -3 m	R -3 m:H	H-3m	-R 3 2"	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,-z;x-y,-y,-z;-x,-x+y,-z;-x,-y,-z;y,-x+y,-z;x-y,x,-z;-y,-x,z;-x+y,y,z;x,x-y,z;x+2/3,y+1/3,z+1/3;-y+2/3,x-y+1/3,z+1/3;-x+y+2/3,-x+1/3,z+1/3;y+2/3,x+1/3,-z+1/3;x-y+2/3,-y+1/3,-z+1/3;-x+2/3,-x+y+1/3,-z+1/3;-x+2/3,-y+1/3,-z+1/3;y+2/3,-x+y+1/3,-z+1/3;x-y+2/3,x+1/3,-z+1/3;-y+2/3,-x+1/3,z+1/3;-x+y+2/3,y+1/3,z+1/3;x+2/3,x-y+1/3,z+1/3;x+1/3,y+2/3,z+2/3;-y+1/3,x-y+2/3,z+2/3;-x+y+1/3,-x+2/3,z+2/3;y+1/3,x+2/3,-z+2/3;x-y+1/3,-y+2/3,-z+2/3;-x+1/3,-x+y+2/3,-z+2/3;-x+1/3,-y+2/3,-z+2/3;y+1/3,-x+y+2/3,-z+2/3;x-y+1/3,x+2/3,-z+2/3;-y+1/3,-x+2/3,z+2/3;-x+y+1/3,y+2/3,z+2/3;x+1/3,x-y+2/3,z+2/3
166	R -3 m	R -3 m:R	R-3m	-P 3* 2	x,y,z;z,x,y;y,z,x;-y,-x,-z;-x,-z,-y;-z,-y,-x;-x,-y,-z;-z,-x,-y;-y,-z,-x;y,x,z;x,z,y;z,y,x
167	R -3 c	R -3 c:H	H-3c	-R 3 2"c	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,-z+1/2;x-y,-y,-z+1/2;-x,-x+y,-z+1/2;-x,-y,-z;y,-x+y,-z;x-y,x,-z;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2;x+2/3,y+1/3,z+1/3;-y+2/3,x-y+1/3,z+1/3;-x+y+2/3,-x+1/3,z+1/3;y+2/3,x+1/3,-z+5/6;x-y+2/3,-y+1/3,-z+5/6;-x+2/3,-x+y+1/3,-z+5/6;-x+2/3,-y+1/3,-z+1/3;y+2/3,-x+y+1/3,-z+1/3;x-y+2/3,x+1/3,-z+1/3;-y+2/3,-x+1/3,z+5/6;-x+y+2/3,y+1/3,z+5/6;x+2/3,x-y+1/3,z+5/6;x+1/3,y+2/3,z+2/3;-y+1/3,x-y+2/3,z+2/3;-x+y+1/3,-x+2/3,z+2/3;y+1/3,x+2/3,-z+1/6;x-y+1/3,-y+2/3,-z+1/6;-x+1/3,-x+y+2/3,-z+1/6;-x+1/3,-y+2/3,-z+2/3;y+1/3,-x+y+2/3,-z+2/3;x-y+1/3,x+2/3,-z+2/3;-y+1/3,-x+2/3,z+1/6;-x+y+1/3,y+2/3,z+1/6;x+1/3,x-y+2/3,z+1/6
167	R -3 c	R -3 c:R	R-3c	-P 3* 2n	x,y,z;z,x,y;y,z,x;-y+1/2,-x+1/2,-z+1/2;-x+1/2,-z+1/2,-y+1/2;-z+1/2,-y+1/2,-x+1/2;-x,-y,-z;-z,-x,-y;-y,-z,-x;y+1/2,x+1/2,z+1/2;x+1/2,z+1/2,y+1/2;z+1/2,y+1/2,x+1/2
168	P 6	P 6	P6	P 6	x,y,z;x-y,x,z;-y,x-y,z;-x,-y,z;-x+y,-x,z;y,-x+y,z
169	P 61	P 61	P61	P 61	x,y,z;x-y,x,z+1/6;-y,x-y,z+1/3;-x,-y,z+1/2;-x+y,-x,z+2/3;y,-x+y,z+5/6
170	P 65	P 65	P65	P 65	x,y,z;x-y,x,z+5/6;-y,x-y,z+2/3;-x,-y,z+1/2;-x+y,-x,z+1/3;y,-x+y,z+1/6
171	P 62	P 62	P62	P 62	x,y,z;x-y,x,z+1/3;-y,x-y,z+2/3;-x,-y,z;-x+y,-x,z+1/3;y,-x+y,z+2/3
172	P 64	P 64	P64	P 64	x,y,z;x-y,x,z+2/3;-y,x-y,z+1/3;-x,-y,z;-x+y,-x,z+2/3;y,-x+y,z+1/3
173	P 63	P 63	P63	P 6c	x,y,z;x-y,x,z+1/2;-y,x-y,z;-x,-y,z+1/2;-x+y,-x,z;y,-x+y,z+1/2
174	P -6	P -6	P-6	P -6	x,y,z;-x+y,-x,-z;-y,x-y,z;x,y,-z;-x+y,-x,z;-y,x-y,-z
175	P 6/m	P 6/m	P6/m	-P 6	x,y,z;x-y,x,z;-y,x-y,z;-x,-y,z;-x+y,-x,z;y,-x+y,z;-x,-y,-z;-x+y,-x,-z;y,-x+y,-z;x,y,-z;x-y,x,-z;-y,x-y,-z
176	P 63/m	P 63/m	P63/m	-P 6c	x,y,z;x-y,x,z+1/2;-y,x-y,z;-x,-y,z+1/2;-x+y,-x,z;y,-x+y,z+1/2;-x,-y,-z;-x+y,-x,-z+1/2;y,-x+y,-z;x,y,-z+1/2;x-y,x,-z;-y,x-y,-z+1/2
177	P 6 2 2	P 6 2 2	P622	P 6 2	x,y,z;x-y,x,z;-y,x-y,z;-x,-y,z;-x+y,-x,z;y,-x+y,z;-y,-x,-z;-x,-x+y,-z;-x+y,y,-z;y,x,-z;x,x-y,-z;x-y,-y,-z
178	P 61 2 2	P 61 2 2	P6122	P 61 2 (0 0 5)	x,y,z;x-y,x,z+1/6;-y,x-y,z+1/3;-x,-y,z+1/2;-x+y,-x,z+2/3;y,-x+y,z+5/6;-y,-x,-z+5/6;-x,-x+y,-z+2/3;-x+y,y,-z+1/2;y,x,-z+1/3;x,x-y,-z+1/6;x-y,-y,-z
179	P 65 2 2	P 65 2 2	P6522	P 65 2 (0 0 1)	x,y,z;x-y,x,z+5/6;-y,x-y,z+2/3;-x,-y,z+1/2;-x+y,-x,z+1/3;y,-x+y,z+1/6;-y,-x,-z+1/6;-x,-x+y,-z+1/3;-x+y,y,-z+1/2;y,x,-z+2/3;x,x-y,-z+5/6;x-y,-y,-z
180	P 62 2 2	P 62 2 2	P6222	P 62 2 (0 0 4)	x,y,z;x-y,x,z+1/3;-y,x-y,z+2/3;-x,-y,z;-x+y,-x,z+1/3;y,-x+y,z+2/3;-y,-x,-z+2/3;-x,-x+y,-z+1/3;-x+y,y,-z;y,x,-z+2/3;x,x-y,-z+1/3;x-y,-y,-z
181	P 64 2 2	P 64 2 2	P6422	P 64 2 (0 0 2)	x,y,z;x-y,x,z+2/3;-y,x-y,z+1/3;-x,-y,z;-x+y,-x,z+2/3;y,-x+y,z+1/3;-y,-x,-z+1/3;-x,-x+y,-z+2/3;-x+y,y,-z;y,x,-z+1/3;x,x-y,-z+2/3;x-y,-y,-z
182	P 63 2 2	P 63 2 2	P6322	P 6c 2c	x,y,z;x-y,x,z+1/2;-y,x-y,z;-x,-y,z+1/2;-x+y,-x,z;y,-x+y,z+1/2;-y,-x,-z+1/2;-x,-x+y,-z;-x+y,y,-z+1/2;y,x,-z;x,x-y,-z+1/2;x-y,-y,-z
183	P 6 m m	P 6 m m	P6mm	P 6 -2	x,y,z;x-y,x,z;-y,x-y,z;-x,-y,z;-x+y,-x,z;y,-x+y,z;y,x,z;x,x-y,z;x-y,-y,z;-y,-x,z;-x,-x+y,z;-x+y,y,z
184	P 6 c c	P 6 c c	P6cc	P 6 -2c	x,y,z;x-y,x,z;-y,x-y,z;-x,-y,z;-x+y,-x,z;y,-x+y,z;y,x,z+1/2;x,x-y,z+1/2;x-y,-y,z+1/2;-y,-x,z+1/2;-x,-x+y,z+1/2;-x+y,y,z+1/2
185	P 63 c m	P 63 c m	P63cm	P 6c -2	x,y,z;x-y,x,z+1/2;-y,x-y,z;-x,-y,z+1/2;-x+y,-x,z;y,-x+y,z+1/2;y,x,z;x,x-y,z+1/2;x-y,-y,z;-y,-x,z+1/2;-x,-x+y,z;-x+y,y,z+1/2
186	P 63 m c	P 63 m c	P63mc	P 6c -2c	x,y,z;x-y,x,z+1/2;-y,x-y,z;-x,-y,z+1/2;-x+y,-x,z;y,-x+y,z+1/2;y,x,z+1/2;x,x-y,z;x-y,-y,z+1/2;-y,-x,z;-x,-x+y,z+1/2;-x+y,y,z
187	P -6 m 2	P -6 m 2	P-6m2	P -6 2	x,y,z;-x+y,-x,-z;-y,x-y,z;x,y,-z;-x+y,-x,z;-y,x-y,-z;-y,-x,-z;x,x-y,z;-x+y,y,-z;-y,-x,z;x,x-y,-z;-x+y,y,z
188	P -6 c 2	P -6 c 2	P-6c2	P -6c 2	x,y,z;-x+y,-x,-z+1/2;-y,x-y,z;x,y,-z+1/2;-x+y,-x,z;-y,x-y,-z+1/2;-y,-x,-z;x,x-y,z+1/2;-x+y,y,-z;-y,-x,z+1/2;x,x-y,-z;-x+y,y,z+1/2
189	P -6 2 m	P -6 2 m	P-62m	P -6 -2	x,y,z;-x+y,-x,-z;-y,x-y,z;x,y,-z;-x+y,-x,z;-y,x-y,-z;y,x,z;-x,-x+y,-z;x-y,-y,z;y,x,-z;-x,-x+y,z;x-y,-y,-z
190	P -6 2 c	P -6 2 c	P-62c	P -6c -2c	x,y,z;-x+y,-x,-z+1/2;-y,x-y,z;x,y,-z+1/2;-x+y,-x,z;-y,x-y,-z+1/2;y,x,z+1/2;-x,-x+y,-z;x-y,-y,z+1/2;y,x,-z;-x,-x+y,z+1/2;x-y,-y,-z
191	P 6/m m m	P 6/m m m	P6/mmm	-P 6 2	x,y,z;x-y,x,z;-y,x-y,z;-x,-y,z;-x+y,-x,z;y,-x+y,z;-y,-x,-z;-x,-x+y,-z;-x+y,y,-z;y,x,-z;x,x-y,-z;x-y,-y,-z;-x,-y,-z;-x+y,-x,-z;y,-x+y,-z;x,y,-z;x-y,x,-z;-y,x-y,-z;y,x,z;x,x-y,z;x-y,-y,z;-y,-x,z;-x,-x+y,z;-x+y,y,z
192	P 6/m c c	P 6/m c c	P6/mcc	-P 6 2c	x,y,z;x-y,x,z;-y,x-y,z;-x,-y,z;-x+y,-x,z;y,-x+y,z;-y,-x,-z+1/2;-x,-x+y,-z+1/2;-x+y,y,-z+1/2;y,x,-z+1/2;x,x-y,-z+1/2;x-y,-y,-z+1/2;-x,-y,-z;-x+y,-x,-z;y,-x+y,-z;x,y,-z;x-y,x,-z;-y,x-y,-z;y,x,z+1/2;x,x-y,z+1/2;x-y,-y,z+1/2;-y,-x,z+1/2;-x,-x+y,z+1/2;-x+y,y,z+1/2
193	P 63/m c m	P 63/m c m	P63/mcm	-P 6c 2	x,y,z;x-y,x,z+1/2;-y,x-y,z;-x,-y,z+1/2;-x+y,-x,z;y,-x+y,z+1/2;-y,-x,-z;-x,-x+y,-z+1/2;-x+y,y,-z;y,x,-z+1/2;x,x-y,-z;x-y,-y,-z+1/2;-x,-y,-z;-x+y,-x,-z+1/2;y,-x+y,-z;x,y,-z+1/2;x-y,x,-z;-y,x-y,-z+1/2;y,x,z;x,x-y,z+1/2;x-y,-y,z;-y,-x,z+1/2;-x,-x+y,z;-x+y,y,z+1/2
194	P 63/m m c	P 63/m m c	P63/mmc	-P 6c 2c	x,y,z;x-y,x,z+1/2;-y,x-y,z;-x,-y,z+1/2;-x+y,-x,z;y,-x+y,z+1/2;-y,-x,-z+1/2;-x,-x+y,-z;-x+y,y,-z+1/2;y,x,-z;x,x-y,-z+1/2;x-y,-y,-z;-x,-y,-z;-x+y,-x,-z+1/2;y,-x+y,-z;x,y,-z+1/2;x-y,x,-z;-y,x-y,-z+1/2;y,x,z+1/2;x,x-y,z;x-y,-y,z+1/2;-y,-x,z;-x,-x+y,z+1/2;-x+y,y,z
195	P 2 3	P 2 3	P23	P 2 2 3	x,y,z;-x,-y,z;x,-y,-z;-x,y,-z;z,x,y;z,-x,-y;-z,x,-y;-z,-x,y;y,z,x;-y,z,-x;-y,-z,x;y,-z,-x
